work_key,ratings_count_1,ratings_count_2,ratings_count_3,ratings_count_4,ratings_count_5
OL3475965W,1,2,1,2,1
OL4225407W,0,0,1,5,2
OL34265902W,5,0,2,4,4
OL152329W,0,1,1,5,8
OL4233157W,2,4,2,2,3
OL16239519W,4,1,11,4,17
OL20833390W,0,2,2,2,2
OL21234089W,2,0,1,0,2
OL274518W,1,3,8,17,29
OL3803113W,0,0,4,3,3
OL3519227W,0,1,3,7,4
OL3771302W,3,1,4,2,2
OL3457718W,0,2,2,2,5
OL3771266W,1,0,4,4,3
OL16041978W,0,0,4,6,2
OL3775426W,0,1,3,7,4
OL491797W,0,1,1,1,2
OL17798511W,0,0,3,2,4
OL2705589W,2,2,2,3,2
OL4092673W,0,0,0,2,6
OL3773995W,3,2,4,4,5
OL3476032W,1,0,4,7,3
OL2625457W,5,9,18,53,36
OL111482W,0,2,2,3,3
OL3457772W,0,0,3,2,4
OL5695694W,2,1,4,0,4
OL20018781W,3,1,1,3,5
OL15176208W,0,0,2,1,2
OL4220903W,0,1,1,3,8
OL3476088W,1,0,0,4,5
OL29195444W,2,0,4,4,6
OL3759211W,1,2,4,2,6
OL9265310W,1,0,4,6,6
OL675722W,0,1,9,18,19
OL16361029W,0,4,11,13,44
OL5236237W,2,0,3,4,6
OL4225427W,0,0,3,5,4
OL5686909W,0,1,2,2,5
OL3775502W,0,1,2,2,4
OL3771217W,2,3,1,3,1
OL3498567W,2,1,2,4,2
OL3773885W,0,1,2,2,6
OL16925622W,0,1,2,8,20
OL3759172W,1,1,4,2,1
OL3476078W,1,0,1,3,3
OL27965945W,0,0,0,1,3
OL20201734W,1,0,1,1,5
OL3775419W,0,2,3,4,5
OL22316936W,1,0,1,0,3
OL3457799W,0,1,3,4,4
OL2959257W,0,1,3,7,4
OL21234092W,1,0,0,0,1
OL21330193W,1,0,1,4,7
OL2959357W,1,2,0,3,2
OL34493682W,2,0,1,1,4
OL4342711W,0,1,3,3,0
OL17396365W,0,0,1,3,5
OL14862461W,0,0,1,3,1
OL3498643W,0,0,1,4,7
OL11762246W,0,0,2,4,5
OL4440555W,0,1,6,5,7
OL3498681W,0,0,1,6,6
OL3775447W,1,0,0,4,3
OL17904008W,1,0,3,4,4
OL20150260W,2,5,12,27,29
OL876504W,0,2,5,8,6
OL112310W,1,0,0,3,3
OL3775465W,0,2,2,3,7
OL3458038W,0,0,1,3,7
OL3775452W,0,0,2,8,8
OL3771296W,1,1,2,4,1
OL17052764W,0,0,4,5,2
OL3294451W,0,2,3,2,0
OL5810762W,1,1,6,6,3
OL3498760W,1,0,5,3,2
OL3775377W,1,1,1,2,5
OL4181989W,1,0,6,1,4
OL4356939W,0,1,0,3,4
OL2959281W,1,1,3,2,4
OL3775469W,0,0,1,2,5
OL554615W,3,0,4,11,25
OL3519297W,2,1,2,3,1
OL44995W,1,2,5,6,6
OL16550682W,8,5,5,9,18
OL21576882W,1,0,1,3,2
OL3498560W,0,0,6,5,2
OL3458061W,0,1,2,4,2
OL24286281W,1,4,4,4,1
OL4278188W,0,1,4,4,3
OL31785731W,0,0,1,2,5
OL19667762W,9,2,3,17,49
OL15176969W,0,0,2,1,4
OL9195992W,0,1,1,5,9
OL3845147W,2,0,2,2,3
OL3498694W,0,0,0,5,3
OL8032157W,1,1,1,3,4
OL3773912W,0,0,3,7,6
OL36632W,0,0,1,2,1
OL4092675W,0,0,0,2,8
OL4273148W,1,1,1,5,10
OL3759160W,0,1,4,3,1
OL16028327W,0,1,3,6,1
OL24153842W,9,3,1,5,19
OL26119633W,0,1,0,4,4
OL11277286W,0,2,5,9,12
OL10530570W,0,1,0,5,3
OL66562W,3,2,7,20,15
OL3759223W,0,0,3,4,3
OL17388853W,1,0,5,3,5
OL3458016W,2,0,3,1,4
OL4056404W,0,0,4,6,3
OL15563527W,2,0,3,3,4
OL3771285W,1,2,1,5,3
OL11277336W,2,0,0,2,7
OL2705573W,1,1,4,1,1
OL27729743W,3,1,0,5,9
OL3775343W,0,0,1,6,8
OL3759022W,0,1,6,4,5
OL3981106W,1,0,2,2,5
OL15829490W,0,0,2,1,6
OL4181990W,1,0,3,6,11
OL3498675W,0,0,3,4,2
OL3803167W,3,0,3,4,5
OL3498747W,1,1,6,5,2
OL26947W,0,0,2,3,7
OL3775268W,1,0,3,3,7
OL11327425W,3,2,2,1,2
OL16079288W,0,1,2,3,6
OL3475970W,0,0,4,3,4
OL59380W,0,0,1,2,2
OL7990778W,0,0,5,5,10
OL4440534W,0,2,2,2,0
OL21505716W,0,2,0,1,2
OL3773948W,1,0,1,4,7
OL554620W,6,2,6,7,21
OL11327981W,0,1,3,1,1
OL14920304W,0,1,5,2,1
OL3475954W,0,0,1,8,8
OL2959212W,0,0,1,4,14
OL3519309W,2,0,1,4,1
OL66513W,3,1,12,23,21
OL4778064W,0,0,0,3,4
OL3498658W,1,0,1,5,4
OL17796310W,0,0,3,1,5
OL11762231W,0,1,2,3,3
OL17367560W,3,1,6,7,26
OL4215956W,0,1,3,4,4
OL11327939W,0,2,4,3,3
OL3467590W,5,0,4,7,0
OL3771226W,3,0,2,4,2
OL3498606W,1,1,7,8,7
OL3981131W,2,0,3,7,3
OL3457822W,0,1,0,3,4
OL16211977W,4,2,3,6,23
OL3759016W,1,0,2,7,3
OL2705576W,1,0,2,4,1
OL4342710W,0,2,1,1,1
OL3759335W,1,0,2,8,5
OL8315351W,0,4,4,4,8
OL6093056W,0,0,0,5,7
OL11328046W,0,0,1,4,4
OL15920208W,1,0,0,5,2
OL4233165W,0,0,4,4,4
OL3754833W,0,1,4,3,0
OL11328039W,0,0,1,3,2
OL3519327W,0,1,2,3,3
OL4457627W,1,0,0,9,5
OL3458024W,0,1,1,4,3
OL59377W,0,0,1,1,4
OL26945W,1,0,0,3,12
OL3476068W,0,1,6,4,3
OL3457667W,0,0,3,2,4
OL4055729W,0,1,4,5,0
OL3845171W,0,0,1,4,2
OL15841592W,1,0,7,1,2
OL17357353W,1,3,6,14,27
OL3771219W,1,2,0,3,3
OL3754904W,3,1,3,3,1
OL3759477W,2,2,4,2,4
OL3498713W,0,0,3,1,6
OL3476059W,0,2,1,3,1
OL267096W,0,0,10,19,19
OL11327189W,2,1,2,8,5
OL66534W,0,5,7,21,11
OL3771196W,1,3,0,3,1
OL9482483W,1,0,2,3,5
OL11277279W,0,0,6,5,11
OL3775486W,0,0,1,2,2
OL3519233W,0,1,6,1,1
OL11327985W,1,0,0,5,2
OL3458069W,0,2,6,5,2
OL18027935W,0,2,2,4,4
OL3775499W,0,0,3,3,1
OL24514935W,0,2,2,3,4
OL28852929W,1,0,0,0,1
OL8034526W,7,2,6,18,40
OL3498779W,0,3,3,4,2
OL16587258W,0,2,6,1,3
OL3775432W,1,1,5,1,1
OL3773892W,0,0,6,4,1
OL3498726W,0,1,1,3,4
OL3844328W,0,0,1,4,5
OL26954W,0,1,0,2,4
OL17729469W,0,0,2,4,8
OL1002120W,2,0,3,3,8
OL2959362W,1,1,2,5,5
OL4440545W,1,0,6,3,2
OL2705648W,0,0,4,2,3
OL4092683W,0,0,2,3,9
OL3771158W,2,1,2,1,3
OL3754832W,1,1,1,9,3
OL3457875W,0,0,1,2,4
OL3261155W,5,4,4,11,35
OL17457466W,0,0,3,4,2
OL3457702W,0,1,6,5,1
OL11327978W,0,1,6,2,3
OL3789654W,0,1,3,1,1
OL167282W,0,0,0,2,4
OL3759152W,2,2,4,5,5
OL27411628W,0,0,2,7,4
OL3771256W,1,0,0,4,3
OL3771236W,1,2,4,3,1
OL3457804W,0,1,0,4,3
OL3498775W,0,1,0,0,9
OL2625405W,1,2,5,11,3
OL4456392W,0,0,3,4,6
OL15143239W,1,0,3,3,2
OL27640264W,0,0,0,2,3
OL18199566W,4,0,0,8,25
OL1902291W,0,0,1,1,5
OL16041835W,1,1,5,3,2
OL11327207W,0,1,4,2,0
OL3770779W,1,2,1,4,3
OL17527971W,0,1,4,3,3
OL15180402W,1,1,3,3,3
OL15450W,0,2,1,7,8
OL4463817W,2,1,1,4,1
OL37577731W,0,0,0,0,2
OL3773983W,0,0,4,6,10
OL3775503W,0,0,2,3,8
OL5682983W,0,1,1,3,3
OL3771182W,2,2,2,1,3
OL3771251W,2,1,2,4,3
OL3771252W,2,2,3,2,4
OL3498671W,1,0,1,5,5
OL16080134W,0,2,3,1,0
OL3457659W,0,0,2,5,5
OL3771230W,1,0,2,0,2
OL77813W,0,1,6,16,24
OL20004815W,0,1,1,0,6
OL3773961W,1,0,2,2,1
OL28695130W,2,0,0,4,22
OL4056539W,0,1,1,0,3
OL3759247W,0,0,2,2,2
OL3775450W,0,1,3,2,2
OL1979137W,0,1,0,2,3
OL18166009W,0,0,0,3,2
OL3803074W,0,0,3,4,6
OL2959321W,0,1,3,5,3
OL3754909W,0,0,2,2,5
OL4575517W,0,0,0,1,4
OL16454919W,0,0,4,5,3
OL15121879W,5,2,2,2,5
OL17920477W,1,0,7,3,6
OL16803752W,2,4,10,26,31
OL11327914W,0,0,3,3,3
OL4331841W,0,0,2,2,2
OL3908271W,1,1,2,2,3
OL29226517W,9,3,4,16,60
OL24377219W,0,0,0,1,2
OL16479761W,1,1,4,3,2
OL5236128W,0,1,2,3,4
OL3498757W,0,0,5,1,5
OL4225431W,0,0,2,4,2
OL137207W,0,0,1,1,2
OL4220911W,1,0,1,8,5
OL4273162W,0,1,3,4,7
OL100054W,0,1,4,2,2
OL3498590W,2,1,3,4,8
OL3785928W,2,1,1,3,2
OL3775435W,0,0,5,4,5
OL5682990W,2,1,3,5,1
OL36287W,4,6,22,60,102
OL3773971W,2,0,3,3,3
OL18173277W,0,0,1,3,8
OL4463819W,1,2,0,1,4
OL3458060W,0,1,3,4,5
OL17782786W,0,2,1,5,8
OL2959296W,0,1,6,6,2
OL3773901W,0,2,1,0,1
OL15437W,0,1,2,2,1
OL3773913W,2,0,1,7,11
OL1902366W,0,0,1,0,4
OL3775487W,1,1,1,1,4
OL3845153W,0,0,2,5,3
OL17324896W,0,1,2,4,4
OL15172352W,0,2,5,1,3
OL17451695W,1,1,2,2,4
OL491809W,0,0,3,0,8
OL111532W,1,0,1,2,5
OL3498691W,0,0,2,3,3
OL3775421W,0,0,2,5,7
OL17718538W,0,1,2,8,30
OL9367848W,0,0,2,4,2
OL4056524W,0,1,0,4,2
OL5810777W,3,2,3,4,3
OL26937W,0,0,1,3,10
OL3476094W,0,1,1,2,1
OL4181966W,0,0,3,4,7
OL17937377W,1,0,2,2,2
OL3457810W,0,0,1,3,4
OL3771220W,0,1,0,2,1
OL2705664W,0,0,1,3,1
OL3759289W,1,0,2,1,0
OL3771245W,2,0,2,2,4
OL3458003W,1,0,3,3,5
OL17356842W,2,1,2,8,8
OL4233108W,0,0,3,5,5
OL8315287W,0,0,1,5,3
OL3457686W,0,0,3,4,4
OL17729555W,1,0,0,4,6
OL26416429W,1,0,0,0,1
OL4412081W,0,0,3,3,3
OL3775457W,1,0,3,3,7
OL3467606W,1,0,0,1,1
OL3759499W,2,1,0,2,1
OL3771281W,3,2,4,3,2
OL15411681W,1,2,4,5,5
OL15149492W,0,0,1,5,1
OL5689127W,0,2,1,3,1
OL3845594W,1,2,1,3,3
OL88813W,2,1,3,8,6
OL3759150W,0,0,3,5,3
OL3519237W,0,3,4,2,0
OL9368028W,1,0,1,1,4
OL20885951W,2,1,0,0,1
OL27954238W,0,0,0,0,2
OL17535684W,0,1,0,4,4
OL3775368W,1,1,1,2,4
OL3771194W,2,1,3,4,0
OL20238397W,0,0,0,1,2
OL111488W,0,0,1,3,2
OL3458036W,0,0,2,0,3
OL3759381W,3,1,3,1,2
OL5236145W,0,0,3,2,3
OL7957084W,1,2,2,5,1
OL3754754W,2,0,1,1,0
OL31923W,1,2,2,8,10
OL1418187W,2,3,11,13,18
OL2959274W,0,0,3,6,1
OL7990779W,1,1,2,5,2
OL3458030W,0,1,2,5,7
OL3754967W,2,0,2,5,1
OL3754972W,1,2,3,2,2
OL4084654W,2,1,3,5,0
OL3773929W,0,1,5,2,7
OL3759029W,1,2,6,7,3
OL17492871W,3,1,3,2,5
OL3759252W,2,0,1,3,1
OL3458032W,0,0,4,4,3
OL3773898W,0,2,5,7,5
OL21444221W,0,0,2,2,2
OL3771203W,0,0,3,4,0
OL38035515W,0,0,0,2,0
OL24542623W,8,6,9,19,28
OL4056550W,0,0,1,0,3
