work_key,title,subtitle,description,first_sentence,edition_count,first_publish_year,first_publish_date
OL4465416W,Valley of the Snows,,"When Lucy Abbott agreed to work for the Baroness Liperdorf at Schloss Lamberg in Switzerland, she never dreamed it would have such a devastating effect on her life.

Not had she expected to meet someone like Dr. David Conrad. His clinic in the valley for orphaned children became a meaningful part of Lucy's off-work hours.

Love came swiftly, despite all Lucy's warnings to herself. for how could she bear to stay there - loving David and knowing that someone else had prior claim to his love?",,2,1985,
OL3771210W,Dangerous Sanctuary,,"No escape

 Was it pure luck that Ben Russell had chosen to buy the old Priory? Certainly it couldn't have had anything to do with Jaime or her teenage son, Tom. It had been fifteen years since she'd seen her ex-husband's brother. Now his nearness was threatening to destroy all her hard-won independence.

 Jaime wanted to escape from the sensual strength of his hands and rekindle the hatred she knew she should be feeling toward him - but she couldn't. Because Ben had come to claim the woman he had always loved, and the son he'd never known...",,7,1992,
OL8318484W,A Yuletide Seduction,,"Jane has built a successful business, and she’s also successfully distanced herself from her former life as a society heiress — until a Christmas party brings her face to face with Gabriel Vaughn. Will he recognize her?",,10,1999,
OL15449069W,Taken by the pirate tycoon,,"Jase Moore is determined to shake Samantha Magnussen's touch-me-not facade. Could this ice princess really be out to steal his sister's new husband? This pirate tycoon will distract her--the only way he knows how 
Why does this provocative stranger have such a low opinion of her? Jase's angry contempt gets under Samantha's protective shell. While his voice--dark and full of unspoken sinful promise--storms her heart and offers temptation too hard to resist....",,2,2010,
OL21426118W,Vendetta,,"After an accident for which millionaire Nicholas Thorne was blamed, he plans to keep Vivian a prisoner in revenge, luring her onto his private island. 

At the age of 15, Vivian drove a car load of teenagers at night, causing an accident where Nicholas' wife was killed - and got away SCOT FREE !!!

Now, he thinks she's engaged to be wed to another man... and despite her kidnap by Nick, she finds his seductive charm increasingly difficult to resist!",,2,2008,
OL5688711W,Scorned By The Boss,,"Shipping tycoon Jefferson Lyon wasn't a man who took no for an answer--from anybody. So when his ""faithful"" secretary finally had enough of his difficult, demanding ways and quit, he followed her to the tropical resort where she was vacationing. There'd be no relaxing for Jefferson...he was playing at seduction in order to get Caitlyn back to work.But his ex-assistant was turning out to be more determined, and more desirable, than the arrogant millionaire had ever realized.",,2,2007,
OL36123560W,Camera Shy,,,,4,2023,
OL5691880W,The Greek Tycoon's Mistress,,"Theo Atrides is wealthy, powerful and successful. Leandra has no intention of being his next conquest. But when they are forced to spend a week together on his private island, Theo decides to do whatever it takes to make Lea surrender. Faced with his relentless plan of seduction, she finds the challenge of resisting the gorgeous Greek playboy too much to bear.",,2,2003,
OL5236224W,The Man from Bahl Bahla,,"To take her mind off the tragic death of her father, Corrine Briant went as secretary to Constance Ballatine in Queensland.
There she met Constance's stepson, Kiall, master of the great cattle holding of Bahl Bahla.
To Corrine he was everything she most disliked in a man.
He was too striking, too powerful, too much the hard, uncaring man and she only wanted to ignore him, but that was easier said than done.

She grew increasingly to realise that he was not a man to be ignored, in spite of the fact that he clearly had no time for her and misinterpreted the reason for her unhappiness.
Where would this unwanted involvement lead her?",,3,1971,
OL3754780W,A Spanish Honeymoon,,"International playboy seeks convenient wife!
When Liz moves to the idyllic Spanish village of Valdecarrasca, she's stunned to find herself living next door to the infamous Cameron Fielding.
Cameron has a string of glamorous female visitors, so Liz is amazed to discover he's contemplating marriage - to her! It is strictly a practical proposal - but when their honeymoon sparks into passion, it's clear that their marriage could also become permanent.",,9,2002,
OL9276227W,The Doctor's Wife,,"People like Ellie Parrish did not get proposals of marriage from someone like Dr. Caleb Chaney. Even if his offer was the answer to her prayers, a man as decent and kind as Caleb didn't deserve a woman whose past was a lie.

Caleb Chaney could see that Ellie Parrish was a woman with a troubled soul. But he could also see a woman with a heart big enough to love his infant son as though she were his mother and big enough to teach Caleb himself how to love again.",,2,1999,
OL14913333W,Burning Lamp,,"In this second novel of the Dreamlight Trilogy from New York Times-bestselling author Amanda Quick, psychic power and passion collide as a legendary curse comes to a burn...The Arcane Society was born in turmoil when the friendship of its two founders evolved into a fierce rivalry. Nicholas Winters's efforts led to the creation of a device of unknown powers called the Burning Lamp. Each generation of male descendents who inherits it is destined to develop multiple talents-and the curse of madness. Plagued by hallucinations and nightmares, notorious crime lord Griffin Winters is convinced he has been struck with the Winters Curse. But even has he arranges a meeting with the mysterious woman Adelaide Pyne, he has no idea how closely their fates are bound, for she holds the missing lamp in her possession. But their dangerous psychic experiment makes them the target of forces both inside and outside of the Arcane Society. And though desire strengthens their power, their different lives will keep them apart-if death doesn't take them together.

Arcane Society Series: (note-has series overlap)
Second Sight (Arcane Society, #1)
White Lies (Arcane Society, #2)
Sizzle and Burn (Arcane Society, #3)
The Third Circle (Arcane Society, #4)
Running Hot (Arcane Society, #5)
The Perfect Poison (Arcane Society, #6)
Fired Up (Arcane Society, #7; Dreamlight Trilogy, #1)
Burning Lamp (Arcane Society, #8; Dreamlight Trilogy, #2)
Midnight Crystal (Ghost Hunters, #7; Arcane Society #9; Dreamlight Trilogy #3)
The Scargill Cove Case Files (Arcane Society, #9.5; Looking Glass Trilogy, #0.5)
In Too Deep (Arcane Society, #10; Looking Glass Trilogy, #1)
Quicksilver (Arcane Society, #11; Looking Glass Trilogy #2)
Canyons of Night (Rainshadow, #0; Ghost Hunters, #8; Looking Glass Trilogy, #3; Arcane Society, #12)

Dreamlight Trilogy
Fired Up (Arcane Society, #7; Dreamlight Trilogy, #1)
Burning Lamp (Arcane Society, #8; Dreamlight Trilogy, #2)
Midnight Crystal (Ghost Hunters, #7; Arcane Society #9; Dreamlight Trilogy #3)",,19,2010,
